date	daytype	seconds	miles	tips	total	payment_type	speed
2019-11-21	weekday	540	1.7	2	10.25	Credit	11.333333
2019-10-19	weekend	562	1	0	6.5	Cash	6.4056940
2019-06-30	weekday	420	1.3	0	8.5	Cash	11.142857
2019-08-01	weekday	780	1.8	3	14.5	Credit	8.3076923
2019-06-07	weekend	600	1	2	10.25	Credit	6
2019-01-03	weekday	464	1.6	0	8	Cash	12.413793
2019-09-15	weekday	1041	4.44	0	14.5	Cash	15.354467
2019-05-07	weekday	573	4.21	0	13	Cash	26.450262
2019-06-25	weekday	227	0.42	0	4.75	Cash	6.6607930
2019-03-27	weekday	1567	11.03	9.25	46.25	Credit	25.340140
2019-05-05	weekday	948	1.12	0	9.5	Cash	4.2531646
2019-02-23	weekend	255	0.6	0	6	Credit	8.4705882
2019-10-16	weekday	3000	13.5	7	47.25	Credit	16.200000
2019-03-16	weekend	1093	12.11	0	35.75	Cash	39.886551
2019-04-03	weekday	360	1	1	7	Credit	10
2019-12-03	weekday	780	1.6	0	9	Cash	7.3846154
2019-01-15	weekday	550	1.65	0	8.25	Cash	10.800000
2019-06-01	weekend	180	0.6	2	6.5	Credit	12.000000
2019-11-05	weekday	551	3.49	1	13.25	Credit	22.802178
2019-04-19	weekend	660	2.5	2	13.5	Credit	13.636364
2019-06-06	weekday	300	1.2	2	8	Credit	14.400000
2019-08-24	weekend	240	0.6	0	7.25	Cash	9
2019-04-03	weekday	180	0.5	0	4.5	Cash	10
2019-03-12	weekday	2100	13.2	7.8	46.8	Credit	22.628571
2019-01-24	weekday	240	0.8	0	5.75	Cash	12
2019-05-03	weekend	1101	5.06	0	15.5	Cash	16.544959
2019-05-09	weekday	509	0.77	2	9	Credit	5.4459725
2019-07-27	weekend	583	1.33	1	10	Credit	8.2126930
2019-10-01	weekday	262	0.58	0	5	Cash	7.9694656
2019-04-16	weekday	1140	0.4	0	21.25	Cash	1.2631579
2019-04-24	weekday	382	1.53	0	7.5	Credit	14.418848
2019-08-04	weekday	600	2.3	3	12.25	Credit	13.800000
2019-02-02	weekend	600	1.4	0	7.75	Cash	8.4000000
2019-06-19	weekday	418	1.32	2	9.25	Credit	11.368421
2019-02-22	weekend	420	1.9	0	8	Cash	16.285714
2019-09-17	weekday	1320	0.3	3.85	22.6	Credit	0.81818182
2019-11-21	weekday	420	0.9	0	6	Cash	7.7142857
2019-02-27	weekday	360	1	0	6.5	Cash	10
2019-08-04	weekday	480	1.1	0	6.75	Cash	8.2500000
2019-05-21	weekday	633	1.49	0	8	Cash	8.4739336
2019-02-11	weekday	608	1.5	0	9	Cash	8.8815789
2019-09-18	weekday	188	0.41	0	4.25	Cash	7.8510638
2019-11-13	weekday	389	0.9	2	8.75	Credit	8.3290488
2019-11-08	weekend	1838	17.48	9.85	59.1	Credit	34.237214
2019-02-12	weekday	958	1.08	3	13.75	Credit	4.0584551
2019-06-11	weekday	540	1.3	0	7.75	Cash	8.6666667
2019-04-30	weekday	2038	17.91	9.15	54.9	Credit	31.636899
2019-08-29	weekday	360	1.1	3	9.5	Credit	11
2019-02-21	weekday	1140	4	0	14.75	Credit	12.631579
2019-06-07	weekend	840	3	2.45	14.7	Credit	12.857143
2019-10-22	weekday	781	2.65	0	11.5	Cash	12.215109
2019-07-13	weekend	318	0.42	0	5	Cash	4.7547170
2019-08-26	weekday	2448	17.6	0	48.25	Credit	25.882353
2019-02-17	weekday	660	2	0	9.5	Cash	10.909091
2019-07-18	weekday	1080	6.7	0	20.25	Cash	22.333333
2019-02-27	weekday	203	0.61	0	5	Cash	10.817734
2019-08-29	weekday	360	0.9	1	7.75	Credit	9
2019-03-24	weekday	578	2.5	0	13.25	Cash	15.570934
2019-10-29	weekday	360	1.2	2	8.5	Credit	12.000000
2019-07-02	weekday	410	1	4	10.5	Credit	8.7804878
2019-04-29	weekday	414	0.95	0	6.25	Cash	8.2608696
2019-05-19	weekday	1365	3.35	3.3	19.8	Credit	8.8351648
2019-04-13	weekend	1680	12.3	0	36.25	Cash	26.357143
2019-04-03	weekday	300	0.6	0	5.5	Cash	7.2000000
2019-10-10	weekday	360	0.8	0	6	Cash	8
2019-03-03	weekday	378	0.95	2	9.5	Credit	9.0476190
2019-02-12	weekday	1260	3.7	3	18	Credit	10.571429
2019-03-23	weekend	300	1.1	2	10.5	Credit	13.200000
2019-12-18	weekday	360	1.2	1	7.25	Credit	12.000000
2019-09-05	weekday	1980	10.8	10.15	43.65	Credit	19.636364
2019-02-26	weekday	329	1.11	1	7.75	Credit	12.145897
2019-09-23	weekday	737	3.2	3	15	Credit	15.630936
2019-03-18	weekday	1800	12.07	3	40.25	Credit	24.140000
2019-07-01	weekday	188	0.36	4	10	Credit	6.8936170
2019-04-18	weekday	660	1.8	0	9.25	Cash	9.8181818
2019-09-12	weekday	3444	21.65	0	55.5	Cash	22.630662
2019-06-12	weekday	180	0.6	2	7.5	Credit	12.000000
2019-06-26	weekday	2391	6.63	0	20.25	Cash	9.9824341
2019-04-14	weekday	359	0.9	2	9.5	Credit	9.0250696
2019-07-08	weekday	601	2.52	0	10.25	Cash	15.094842
2019-01-01	weekday	1080	14.8	8.25	49.5	Credit	49.333333
2019-01-21	weekday	313	0.98	0	5.5	Cash	11.271565
2019-04-08	weekday	5046	26.44	15.1	90.6	Credit	18.863258
2019-08-10	weekend	311	1.48	2	10	Credit	17.131833
2019-02-08	weekend	651	1.48	2	10.75	Credit	8.1843318
2019-11-04	weekday	2297	17.5	9.95	59.7	Credit	27.427079
2019-11-06	weekday	1730	3.91	3	20	Credit	8.1364162
2019-10-20	weekday	1792	14.7	5.74	43.99	Credit	29.531250
2019-05-15	weekday	2304	17.7	9.05	54.3	Credit	27.656250
2019-12-06	weekend	1500	4.1	0	15.25	Cash	9.8400000
2019-06-08	weekend	360	1.5	0	7	Cash	15
2019-11-27	weekday	3279	30.6	0	141	Cash	33.595608
2019-03-13	weekday	528	1.02	2	10.5	Credit	6.9545455
2019-11-07	weekday	4410	17.93	10.75	64.5	Credit	14.636735
2019-01-03	weekday	913	4.45	0	14.75	Cash	17.546550
2019-12-06	weekend	960	5.3	4.25	20.75	Credit	19.875000
2019-12-21	weekend	1380	11.4	7.8	38.55	Credit	29.739130
2019-01-16	weekday	408	0.96	2	8.75	Credit	8.4705882
2019-09-10	weekday	480	0.96	0	6.75	Cash	7.2000000
2019-03-10	weekday	1671	6.48	0	21.75	Cash	13.960503
2019-05-24	weekend	647	1.01	0	7.75	Cash	5.6197836
2019-07-25	weekday	322	0.76	0	6.75	Cash	8.4968944
2019-06-06	weekday	2156	17.22	9.7	58.2	Credit	28.753247
2019-11-16	weekend	660	0.1	0	9	Cash	0.54545455
2019-12-31	weekday	1020	0.3	0	16.75	Cash	1.0588235
2019-02-27	weekday	1781	13.46	8.35	50.1	Credit	27.207187
2019-04-02	weekday	960	9.9	0	25.5	Cash	37.125000
2019-03-05	weekday	420	1.1	3	10	Credit	9.4285714
2019-05-02	weekday	4618	17.3	10.35	62.1	Credit	13.486358
2019-11-15	weekend	903	1.1	1	10.5	Credit	4.3853821
2019-11-04	weekday	540	1.7	2	9.75	Credit	11.333333
2019-03-22	weekend	2024	12.7	0	37.75	Cash	22.588933
2019-05-23	weekday	2912	13.41	9.1	54.6	Credit	16.578297
2019-04-27	weekend	466	0.7	2	10.25	Credit	5.4077253
2019-01-27	weekday	600	2.8	0	12.25	Cash	16.800000
2019-08-13	weekday	627	2.08	2	11.5	Credit	11.942584
2019-11-20	weekday	300	0.9	3.25	9	Credit	10.800000
2019-11-17	weekday	549	2.36	3	13	Credit	15.475410
2019-04-11	weekday	300	0.9	0	5.75	Cash	10.800000
2019-06-24	weekday	710	2	0	9.25	Cash	10.140845
2019-04-27	weekend	1380	7.6	0	28.5	Cash	19.826087
2019-08-01	weekday	661	1.46	1	9.75	Credit	7.9515885
2019-12-09	weekday	343	0.83	0	5.5	Cash	8.7113703
2019-12-13	weekend	581	1.34	2	10.25	Credit	8.3029260
2019-02-06	weekday	300	1	0	6.5	Credit	12
2019-08-28	weekday	360	0.7	2	7.5	Credit	7.0000000
2019-09-09	weekday	281	0.33	0	8.75	Cash	4.2277580
2019-06-07	weekend	540	1.2	2	9	Credit	8
2019-07-17	weekday	720	2.9	0	11	Cash	14.500000
2019-12-23	weekday	506	1.04	1	8.5	Credit	7.3992095
2019-12-30	weekday	349	1.18	2	9	Credit	12.171920
2019-10-29	weekday	180	0.6	0	5.75	Cash	12.000000
2019-01-14	weekday	540	2.5	0	8	Cash	16.666667
2019-08-26	weekday	480	1.7	1.6	9.6	Credit	12.750000
2019-03-12	weekday	350	0.48	2	8	Credit	4.9371429
2019-09-30	weekday	352	1.03	0	6.75	Cash	10.534091
2019-12-06	weekend	300	1.1	3	10.25	Credit	13.200000
2019-10-09	weekday	228	0.81	1	7	Credit	12.789474
2019-08-05	weekday	615	0.79	3	10.75	Credit	4.6243902
2019-01-16	weekday	4080	4	0	29.25	Cash	3.5294118
2019-11-06	weekday	370	0.77	0	6.5	Cash	7.4918919
2019-07-25	weekday	682	1.16	0	10.25	Cash	6.1231672
2019-08-09	weekend	480	1.4	0	9.25	Credit	10.500000
2019-02-25	weekday	503	3.1	0	11	Cash	22.186879
2019-10-20	weekday	345	0.66	0	6.5	Cash	6.8869565
2019-10-14	weekday	621	1.77	2	11.25	Credit	10.260870
2019-11-02	weekend	884	2.73	0	12.5	Cash	11.117647
2019-06-09	weekday	2040	17.7	9.75	58	Credit	31.235294
2019-12-05	weekday	2245	6.8	0	23	Cash	10.904232
2019-02-06	weekday	120	0.4	0	4.25	Cash	12
2019-05-27	weekday	1091	6.38	2.92	22.42	Credit	21.052246
2019-02-26	weekday	631	1.8	0	8.25	Cash	10.269414
2019-03-08	weekend	540	1.5	0	7.75	Cash	10
2019-04-05	weekend	1620	5.8	0	19.25	Cash	12.888889
2019-11-09	weekend	1140	0.1	0	12	Cash	0.31578947
2019-08-29	weekday	900	1.5	0	9.25	Cash	6
2019-03-29	weekend	867	3	0	11.25	Cash	12.456747
2019-02-04	weekday	2760	17.2	8.85	53.1	Credit	22.434783
2019-09-15	weekday	425	1.7	2	11.25	Credit	14.400000
2019-06-04	weekday	530	1.43	2	10	Credit	9.7132075
2019-11-13	weekday	1712	2.75	3.88	19.38	Credit	5.7827103
2019-05-26	weekday	240	0.9	1	8.5	Credit	13.500000
2019-05-31	weekend	1352	4.08	4.72	20.47	Credit	10.863905
2019-04-22	weekday	240	0.3	0	5.5	Cash	4.5000000
2019-04-25	weekday	480	0.5	2	9	Credit	3.7500000
2019-08-16	weekend	420	1.5	2	9.5	Credit	12.857143
2019-06-26	weekday	2046	13.72	8.3	49.8	Credit	24.140762
2019-11-13	weekday	500	5.07	3.1	18.6	Credit	36.504000
2019-01-25	weekend	1726	18.24	0	50.25	Cash	38.044032
2019-01-21	weekday	1444	9.39	0	30.25	Cash	23.409972
2019-03-06	weekday	1620	10.3	9	57.25	Credit	22.888889
2019-04-08	weekday	1140	3.7	3.35	16.85	Credit	11.684211
2019-08-20	weekday	780	4	4.2	17.7	Credit	18.461538
2019-01-03	weekday	368	0.8	0	7.25	Cash	7.8260870
2019-07-18	weekday	5732	17.65	0	55.5	Cash	11.085136
2019-05-16	weekday	720	2.2	0	10	Cash	11
2019-03-13	weekday	120	0.5	2	6.5	Credit	15
2019-07-24	weekday	2580	16.6	5	75.25	Credit	23.162791
2019-09-01	weekday	713	1.41	2	12.75	Credit	7.1192146
2019-03-19	weekday	741	1.5	3	13	Credit	7.2874494
2019-06-14	weekend	2940	17.4	10.4	62.4	Credit	21.306122
2019-02-22	weekend	780	0.1	2	12	Credit	0.46153846
2019-07-03	weekday	540	0.6	2	8.5	Credit	4
2019-08-31	weekend	180	0.16	2	7.75	Credit	3.2000000
2019-06-01	weekend	409	1.27	0	6.75	Cash	11.178484
2019-10-08	weekday	600	0.1	0	9.5	Cash	0.60000000
2019-08-18	weekday	540	0.1	0	7.25	Cash	0.66666667
2019-08-29	weekday	858	1.71	0	9.5	Cash	7.1748252
2019-04-22	weekday	1547	16.68	10	56.25	Credit	38.815772
2019-12-06	weekend	420	1.2	0	7	Cash	10.285714
2019-04-30	weekday	473	1.19	0	6.75	Cash	9.0570825
2019-06-16	weekday	394	1.1	0	7	Cash	10.050761
2019-11-02	weekend	180	0.6	10	17	Credit	12.000000
2019-02-21	weekday	240	0.6	2	7.5	Credit	9
2019-08-22	weekday	366	0.7	0	5.75	Cash	6.8852459
2019-10-04	weekend	540	1.6	0	8.5	Cash	10.666667
2019-03-15	weekend	360	0.6	0	6.5	Cash	6.0000000
2019-12-05	weekday	369	1.61	0	7.25	Cash	15.707317
2019-02-07	weekday	206	0.83	0	5.25	Cash	14.504854
2019-12-07	weekend	300	0.6	0	6.25	Cash	7.2000000
2019-12-06	weekend	283	1.54	0	6.75	Cash	19.590106
2019-09-12	weekday	881	2.08	2.8	16.8	Credit	8.4994325
2019-10-31	weekday	471	0.8	1.5	8.25	Credit	6.1146497
2019-05-26	weekday	540	1.2	1	8.25	Credit	8
2019-07-15	weekday	720	1.4	0	8.25	Cash	7.0000000
2019-10-08	weekday	360	1.3	0	6.75	Cash	13
2019-03-21	weekday	1349	17.02	9.25	55.5	Credit	45.420311
2019-03-01	weekend	495	1.75	2	10.25	Credit	12.727273
2019-02-22	weekend	1869	19.16	5	53	Credit	36.905297
2019-01-07	weekday	379	1.23	0	6.75	Cash	11.683377
2019-08-04	weekday	2470	18.53	0	47	Cash	27.007287
2019-01-28	weekday	590	1.6	0	9.25	Cash	9.7627119
2019-06-04	weekday	1806	12.81	7	46.75	Credit	25.534884
2019-10-31	weekday	660	1.7	4	12.75	Credit	9.2727273
2019-09-12	weekday	600	0.1	3	12.5	Credit	0.60000000
2019-03-20	weekday	240	0.6	1	6.25	Credit	9
2019-06-08	weekend	920	0.8	1	10	Credit	3.1304348
2019-10-23	weekday	2078	18.2	7.42	56.92	Credit	31.530318
2019-03-24	weekday	2100	18.8	10.3	61.8	Credit	32.228571
2019-05-17	weekend	667	1.17	2	10	Credit	6.3148426
2019-05-31	weekend	153	0.39	0	4.25	Cash	9.1764706
2019-05-01	weekday	5174	18.17	0	54.5	Cash	12.642443
2019-08-23	weekend	1320	3.2	3	17.5	Credit	8.7272727
2019-12-23	weekday	352	0.5	2	7.75	Credit	5.1136364
2019-04-14	weekday	300	1.1	0	6.25	Cash	13.200000
2019-08-12	weekday	1135	6.12	0	18.75	Cash	19.411454
2019-07-22	weekday	720	2	0	10.75	Cash	10
2019-01-31	weekday	808	1.5	0	8.5	Cash	6.6831683
2019-02-27	weekday	420	1.7	2	9.75	Credit	14.571429
2019-01-03	weekday	420	0.6	2	9	Credit	5.1428571
2019-08-08	weekday	627	3.55	0	10	Cash	20.382775
2019-05-31	weekend	4615	18.08	10.65	63.9	Credit	14.103575
2019-07-01	weekday	540	0.1	3	11.25	Credit	0.66666667
2019-02-23	weekend	180	0.5	0	4.5	Cash	10
2019-07-01	weekday	540	0.1	2	10.5	Credit	0.66666667
2019-10-08	weekday	600	1.6	0	8.25	Cash	9.6000000
2019-06-19	weekday	720	1.6	0	8.75	Cash	8
2019-01-25	weekend	625	1.44	2	11.5	Credit	8.2944000
2019-05-08	weekday	360	1	0	6.25	Cash	10
2019-04-13	weekend	390	1.1	0	7.5	Cash	10.153846
2019-09-14	weekend	1399	4.07	2.29	17.54	Credit	10.473195
2019-02-24	weekday	480	1.1	0	6.5	Cash	8.2500000
2019-07-15	weekday	963	1.31	0	9.5	Cash	4.8971963
2019-11-10	weekday	2897	37.6	7.91	60.66	Credit	46.724197
2019-05-12	weekday	480	2.6	0	10.2	Cash	19.500000
2019-10-16	weekday	1812	6.15	0	21.25	Cash	12.218543
2019-05-25	weekend	404	1.84	3	12	Credit	16.396040
2019-11-10	weekday	701	2.58	0	11.25	Cash	13.249643
2019-10-20	weekday	720	0.6	0	28	Cash	3.0000000
2019-08-13	weekday	300	1.1	0	7	Cash	13.200000
2019-07-02	weekday	420	0.7	0	6	Cash	6.0000000
2019-05-07	weekday	367	1.06	2	8.75	Credit	10.397820
2019-01-14	weekday	654	1.29	2	10.5	Credit	7.1009174
2019-05-24	weekend	622	1.43	0	8	Cash	8.2765273
2019-04-06	weekend	600	2.3	3	14	Credit	13.800000
2019-09-06	weekend	774	1.61	0	8.75	Cash	7.4883721
2019-01-11	weekend	358	0.9	0	6	Cash	9.0502793
2019-06-28	weekend	881	3.11	2	14	Credit	12.708286
2019-05-02	weekday	1680	0.8	6.95	41.7	Credit	1.7142857
2019-12-30	weekday	589	1.58	0	8	Cash	9.6570458
2019-09-10	weekday	4439	18.1	7.5	62.75	Credit	14.678982
2019-05-05	weekday	959	2.71	0	10.5	Cash	10.173097
2019-07-25	weekday	300	0.9	2	8.5	Credit	10.800000
2019-01-21	weekday	240	0.8	2	8.5	Credit	12
2019-05-16	weekday	476	1.27	2	9.5	Credit	9.6050420
2019-12-29	weekday	706	6.5	2	20.5	Credit	33.144476
2019-12-02	weekday	1230	2.46	2.55	15.3	Credit	7.2000000
2019-11-12	weekday	472	0.59	2	9.5	Credit	4.5000000
2019-12-05	weekday	420	0.9	1.5	8.25	Credit	7.7142857
2019-03-06	weekday	993	1.71	3	13.5	Credit	6.1993958
2019-07-27	weekend	1023	5.83	0	18.75	Cash	20.516129
2019-01-22	weekday	360	0.6	1	6.5	Credit	6.0000000
2019-04-16	weekday	296	0.55	2	7.5	Credit	6.6891892
2019-10-25	weekend	439	3.54	0	11.5	Cash	29.029613
2019-12-11	weekday	420	0.1	2	10.5	Credit	0.85714286
2019-12-02	weekday	660	1.5	0	8	Cash	8.1818182
2019-11-06	weekday	601	1.65	4	13.75	Credit	9.8835275
2019-01-16	weekday	623	1.51	0	7.75	Cash	8.7255217
2019-04-11	weekday	240	0.6	2	7.25	Credit	9
2019-03-05	weekday	162	0.28	0	4.25	Cash	6.2222222
2019-05-14	weekday	239	0.8	2	7.75	Credit	12.050209
2019-11-03	weekday	266	0.82	0	5.5	Cash	11.097744
2019-05-21	weekday	674	2.94	2	13.5	Credit	15.703264
2019-04-19	weekend	660	2.2	0	9.5	Cash	12.000000
2019-09-18	weekday	1782	11.93	7.35	44.1	Credit	24.101010
2019-08-26	weekday	300	0.8	0	5.75	Cash	9.6000000
2019-01-11	weekend	409	1.84	0	9.5	Cash	16.195599
2019-04-13	weekend	240	0.5	0	5	Cash	7.5000000
2019-01-20	weekday	180	0.7	2	7.75	Credit	14.000000
2019-10-11	weekend	300	0.6	0	5.5	Cash	7.2000000
2019-04-01	weekday	340	0.53	2	8	Credit	5.6117647
2019-05-30	weekday	240	0.6	0	5.75	Cash	9
2019-02-01	weekend	2940	16.9	8.65	51.9	Credit	20.693878
2019-07-24	weekday	1320	2.4	0	12.75	Cash	6.5454545
2019-02-09	weekend	720	5.3	3.35	20.1	Credit	26.500000
2019-08-15	weekday	491	1.28	0	7	Cash	9.3849287
2019-05-14	weekday	240	1.1	0	5.25	Cash	16.500000
2019-04-26	weekend	511	1.6	2	10.25	Credit	11.272016
2019-09-19	weekday	1271	7.7	0	23	Cash	21.809599
2019-03-25	weekday	308	0.75	0	5.5	Cash	8.7662338
2019-08-30	weekend	650	2.33	0	9.75	Cash	12.904615
2019-08-01	weekday	261	0.72	3	8.75	Credit	9.9310345
2019-04-12	weekend	319	0.48	0	5.25	Cash	5.4169279
2019-02-22	weekend	1200	3	3.6	18.1	Credit	9
2019-12-11	weekday	506	0.57	2	8.75	Credit	4.0553360
2019-09-18	weekday	709	1	0	8	Cash	5.0775740
2019-06-17	weekday	444	1.1	2	9	Credit	8.9189189
2019-02-11	weekday	1230	13.94	10.72	46.47	Credit	40.800000
2019-03-23	weekend	1500	2.39	1	14.5	Credit	5.7360000
2019-03-24	weekday	660	0.1	5	13.75	Credit	0.54545455
2019-06-07	weekend	660	1.7	2	10.5	Credit	9.2727273
2019-12-18	weekday	329	0.55	0	5.25	Cash	6.0182371
2019-07-20	weekend	633	1.02	0	8.5	Cash	5.8009479
2019-09-01	weekday	240	0.7	2	8.5	Credit	10.500000
2019-05-23	weekday	383	0.86	0	6.25	Cash	8.0835509
2019-10-23	weekday	1860	0.2	3.35	20.1	Credit	0.38709677
2019-05-15	weekday	403	0.42	0	5.5	Cash	3.7518610
2019-02-12	weekday	1034	2.5	2	13	Credit	8.7040619
2019-10-17	weekday	691	1	0	8.25	Cash	5.2098408
2019-09-27	weekend	639	2.2	0	9.5	Cash	12.394366
2019-03-09	weekend	558	0.76	0	6.75	Cash	4.9032258
2019-07-01	weekday	1680	10.8	3	31.75	Credit	23.142857
2019-02-06	weekday	1380	1	10	54.25	Credit	2.6086957
2019-07-03	weekday	597	0.51	0	7.25	Cash	3.0753769
2019-08-30	weekend	310	0.44	0	5	Cash	5.1096774
2019-10-19	weekend	2700	12.9	8.05	48.05	Credit	17.200000
2019-07-18	weekday	1578	1.7	0	12.5	Cash	3.8783270
2019-10-17	weekday	486	0.83	0	7.25	Cash	6.1481481
2019-12-05	weekday	558	1.11	2	10.75	Credit	7.1612903
2019-02-25	weekday	300	0.4	2	7	Credit	4.8000000
2019-02-24	weekday	817	2.3	0	11.5	Cash	10.134639
2019-02-10	weekday	590	3.6	3.45	20.7	Credit	21.966102
2019-08-17	weekend	652	3.25	0	13.75	Cash	17.944785
2019-06-24	weekday	2122	27.75	0	0.01	Cash	47.078228
2019-10-10	weekday	606	4.58	2.9	17.4	Credit	27.207921
2019-11-16	weekend	1560	19.1	0	50	Cash	44.076923
2019-08-12	weekday	360	0.7	1.5	7.5	Credit	7.0000000
2019-05-21	weekday	366	0.48	2	9.5	Credit	4.7213115
2019-02-26	weekday	300	0.5	2	7	Credit	6
2019-07-31	weekday	307	0.89	0	5.5	Cash	10.436482
2019-03-08	weekend	886	1.31	0	8.75	Cash	5.3227991
2019-07-26	weekend	660	5	0	15	Cash	27.272727
2019-10-02	weekday	362	0.76	2	9.5	Credit	7.5580110
2019-06-20	weekday	3157	17.25	10.05	60.3	Credit	19.670573
2019-12-12	weekday	480	0.9	0	7.75	Cash	6.7500000
2019-01-01	weekday	2220	0.7	0	35.5	Cash	1.1351351
2019-01-04	weekend	312	0.97	0	7	Cash	11.192308
2019-03-23	weekend	2080	9	6.05	36.3	Credit	15.576923
2019-11-14	weekday	1800	12.6	0	37	Cash	25.200000
2019-10-10	weekday	714	2.08	2	12.25	Credit	10.487395
2019-12-19	weekday	1237	14.69	8	49.25	Credit	42.751819
2019-06-25	weekday	657	1.27	0	7.75	Cash	6.9589041
2019-03-14	weekday	840	0.1	0	9.25	Cash	0.42857143
2019-12-30	weekday	282	0.77	3	9	Credit	9.8297872
2019-04-14	weekday	247	0.86	0	5.5	Cash	12.534413
2019-05-21	weekday	2631	17.67	12.25	61.25	Credit	24.177879
2019-07-21	weekday	300	1	0	5.75	Cash	12
2019-09-20	weekend	1740	18.21	11.5	57.5	Credit	37.675862
2019-07-30	weekday	571	1.86	0	8.25	Cash	11.726795
2019-09-15	weekday	840	3.2	2.8	16.3	Credit	13.714286
2019-12-09	weekday	194	0.66	0	6.25	Cash	12.247423
2019-10-22	weekday	923	2.26	0	11.5	Cash	8.8147346
2019-04-03	weekday	300	0.6	4	9.5	Credit	7.2000000
2019-03-15	weekend	480	1.63	2	10.25	Credit	12.225000
2019-08-22	weekday	899	5.03	0	15.5	Cash	20.142380
2019-03-21	weekday	258	0.98	0	5.75	Cash	13.674419
2019-10-12	weekend	300	1	2	9	Credit	12
2019-10-07	weekday	840	3.3	0	12	Cash	14.142857
2019-03-03	weekday	311	0.78	0	5.75	Cash	9.0289389
2019-03-09	weekend	300	0.8	2	7.5	Credit	9.6000000
2019-01-26	weekend	1124	4.18	0	15.25	Cash	13.387900
2019-06-08	weekend	540	1.5	2	11	Credit	10
2019-04-29	weekday	1860	22.4	17.1	102.6	Credit	43.354839
2019-05-22	weekday	531	1.3	3	10.5	Credit	8.8135593
2019-09-11	weekday	1187	4.16	3	19	Credit	12.616681
2019-12-17	weekday	2100	14.4	0	42.75	Cash	24.685714
2019-08-20	weekday	1080	3.7	3.6	17.6	Credit	12.333333
2019-07-12	weekend	419	1.23	0	7.25	Cash	10.568019
2019-01-29	weekday	480	0.7	0	6	Cash	5.2500000
2019-03-11	weekday	780	1.4	2	10.25	Credit	6.4615385
2019-02-22	weekend	347	0.64	1	8	Credit	6.6397695
2019-03-03	weekday	240	0.9	0	5.75	Cash	13.500000
2019-08-06	weekday	1450	1.3	0	10	Cash	3.2275862
2019-06-26	weekday	268	0.59	0	5	Cash	7.9253731
2019-10-30	weekday	340	0.7	0	5.75	Cash	7.4117647
2019-04-14	weekday	627	2.3	0	9.5	Cash	13.205742
2019-02-12	weekday	257	0.69	2	7.5	Credit	9.6653696
2019-09-21	weekend	1482	3.83	0	18	Cash	9.3036437
2019-11-11	weekday	300	1.1	3	10	Credit	13.200000
2019-09-27	weekend	629	1.03	0	8.5	Cash	5.8950715
2019-08-04	weekday	420	0.6	1	6.75	Credit	5.1428571
2019-03-24	weekday	960	3.9	0	14.25	Cash	14.625000
2019-04-04	weekday	354	0.9	0	9	Cash	9.1525424
2019-05-16	weekday	726	2.4	3	14.75	Credit	11.900826
2019-12-06	weekend	521	1.72	2	11.75	Credit	11.884837
2019-10-14	weekday	201	0.78	0	5.25	Cash	13.970149
2019-06-24	weekday	600	1.1	2	9.75	Credit	6.6000000
2019-03-17	weekday	840	5.8	1	19.75	Credit	24.857143
2019-11-11	weekday	360	1.4	2	8.75	Credit	14.000000
2019-03-15	weekend	659	1.53	2	10.5	Credit	8.3581184
2019-09-28	weekend	527	1.71	7	15.75	Credit	11.681214
2019-07-07	weekday	448	2.04	2	11	Credit	16.392857
2019-10-16	weekday	2731	18.07	0	47.75	Credit	23.819846
2019-03-05	weekday	535	0.92	0	8.25	Cash	6.1906542
2019-05-25	weekend	505	0.78	0	7.5	Cash	5.5603960
2019-05-27	weekday	457	1.5	1	9	Credit	11.816193
2019-07-26	weekend	120	0.5	0	4.5	Credit	15
2019-10-17	weekday	268	0.76	3	8.75	Credit	10.208955
2019-10-04	weekend	240	0.42	2	8.25	Credit	6.3000000
2019-02-21	weekday	780	3.39	1	13.5	Credit	15.646154
2019-06-05	weekday	240	0.7	2	9	Credit	10.500000
2019-10-22	weekday	420	2.3	0	9	Cash	19.714286
2019-08-06	weekday	878	8.2	4.8	28.8	Credit	33.621868
2019-06-11	weekday	540	1.8	0	8.25	Cash	12
2019-02-15	weekend	302	0.54	0	6.75	Cash	6.4370861
2019-03-17	weekday	1887	16.42	9.5	57	Credit	31.325914
2019-05-16	weekday	240	0.6	1	6	Credit	9
2019-08-27	weekday	925	3.11	0	12.25	Cash	12.103784
2019-03-04	weekday	300	0.7	2	9	Credit	8.4000000
2019-04-12	weekend	480	2	2	10.25	Credit	15
2019-10-01	weekday	180	0.6	1	5.5	Credit	12.000000
2019-01-14	weekday	480	2	0	8.75	Cash	15
2019-06-01	weekend	480	1.2	1	8.25	Credit	9
2019-08-26	weekday	780	0.9	0	8.25	Cash	4.1538462
2019-05-30	weekday	1100	3.13	0	13.25	Cash	10.243636
2019-10-26	weekend	1015	5.24	0	17.5	Cash	18.585222
2019-04-20	weekend	180	0.3	0	4.25	Cash	6.0000000
2019-07-13	weekend	540	1.7	3	11.25	Credit	11.333333
2019-01-10	weekday	300	0.51	1	6.75	Credit	6.1200000
2019-11-10	weekday	1380	0.1	0	12.75	Cash	0.26086957
2019-01-04	weekend	480	0.4	0	5.5	Cash	3
2019-07-20	weekend	1020	2.3	0	13.25	Cash	8.1176471
2019-10-24	weekday	1020	2.3	2	13.75	Credit	8.1176471
2019-10-12	weekend	1225	3.2	3.05	18.3	Credit	9.4040816
